Summary,Kategori
"pemilu 2024 pemilih muda pemilih muda di pemilu 2024 gen z milenial namun, karena pemilih muda itu moody, maka pasangan nomor 2 juga tidak bisa merasa sudah ada jaminan, lanjut mada. baca jugatkn prabowogibran bidik suara pemilih muda di atas 50 persen
sejauh ini kan dari beberapa survei, pasangan nomor 2 punya tren positif, sementara dua pasangan lainnya negatif. meski demikian, mada menyebut pasangan nomor urut 2 di pilpres 2024, prabowo subiantogibran rakabuming raka memiliki tren yang positif untuk disukai kalangan muda. generasi muda, mereka suka dengan kontenkonten politik atau pemilu yang ringan sehingga mereka memiliki cara yang berbeda dalam memahami profil daripada kandidat, kata mada. mada menekankan bahwa hasil survei sebelum masa kampanye resmi hanya dapat dijadikan sebagai acuan, karena situasi pada hari pemungutan suara dapat sangat dinamis. sementara generasi milenial ialah mereka yang terlahir antara 1981 hingga 1996. kpu mencatat jumlah pemilih dari generasi milenial mencapai 68.822.389 orang atau 33,3. dengan demikian, pemilih pada pemilu 2024 didominasi oleh gen z dan milenial yang mencapai 55,8 dari total pemilih. menurut mada, potensi pemilih muda memutuskan untuk tidak memilih masih besar, dan perubahan pilihan dapat terjadi hingga hari pemungutan suara. hasil survei sejauh ini menunjukkan tren positif dan negatif untuk masingmasing pasangan calon. baca jugastrategi kpu kota magelang tingkatkan partisipasi pemilih muda
generasi ini masih moody dalam menentukan pilihannya sehingga gampang sekali mereka merubah pilihannya tidak seperti generasi sebelumnya yang tingkat keajegan dalam memilih itu lebih tinggi, ujar mada di yogyakarta, kamis 30112023.
diketahui, gen z adalah mereka yang lahir pada 1997 hingga 2012. kpu mencatat jumlah pemilih yang masuk kategori gen z mencapai 46.800.161 orang atau sekitar 22,5 dari populasi daftar pemilih tetap dpt sebanyak 204.807.222 juta. pengamat politik dari ugm, mada sukmajati menyatakan bahwa pemilih muda memiliki tingkat ketidakpastian yang tinggi dalam menentukan pilihan, cenderung mudah berubah, dan memiliki cara tersendiri dalam memahami profil calon presiden dan wakil presiden. yogyakarta, beritasatu.com  pemilih muda, terutama generasi z dan milenial, dinilai masih belum menentukan pilihan mereka pada pemilu 2024. sebagai jumlah pemilih yang dominan, pemilih muda terlihat lebih mudah mengubah preferensi mereka dibandingkan dengan generasi sebelumnya.",Pemilu
"data kpu bocor data kpu diretas kpu situs kpu dibobol situs kpu diretas ini bukanlah nasib yang harus diterima setiap pemilu. perbaikan yang menyeluruh dibutuhkan, terutama karena kpu didukung oleh dana yang tidak sedikit, pungkasnya. jika ada upaya mengubah di situs kpu, itu tidak akan mengubah apapun, karena hasil sebenarnya telah ada di tps dengan backup data, tambahnya. baca juga204 juta data pemilih di kpu bocor, menkominfo sebut bukan motif politik
alfons menegaskan perlunya peningkatan sistem keamanan siber kpu, mengingat tanggung jawab besar yang diemban oleh lembaga tersebut dalam mengelola jutaan data pemilih. kpu sebagai penyelenggara pemilu harus belajar dan meningkatkan sistem keamanan siber. ketika hasil pemilu diumumkan di situs kpu, itu adalah hasil yang sudah diolah. dpt yang bocor tidak dapat diubah secara daring dan tidak mempengaruhi hasil rekapitulasi, ujar alfons tanujaya dalam keterangannya, kamis 30112023.
alfons menjelaskan bahwa meskipun hasil rekapitulasi dipublikasikan secara daring melalui situs kpu, pemungutan suara di indonesia masih dilakukan secara konvensional di tempat pemungutan suara tps. baca juga204 juta data pemilih di kpu bocor, muzani harus dicari siapa yang bertanggung jawab
peretasan terjadi karena sistem keamanan siber kpu yang lemah, tetapi ini tidak menghasilkan ancaman terhadap hasil pemilu. oleh karena itu, hasil sebenarnya sudah tercatat melalui penghitungan suara di tps sebelum dipublikasikan. meski sampel data telah dibagikan oleh peretas, pengamat keamanan siber alfons tanujaya dari vaksincom menekankan bahwa peretasan dpt ini tidak dapat memengaruhi hasil rekapitulasi suara. ia juga meminta kpu untuk melakukan perbaikan menyeluruh, agar kejadian serupa tidak terulang, terutama menjelang pemilu di masa mendatang. jakarta, beritasatu.com  sebanyak 204 juta data pemilih tetap dpt yang dimiliki komisi pemilihan umum kpu diduga bocor setelah situs kpu.go.id diretas oleh anonim bernama jimbo. klaim peretasan ini membuat kegemparan di masyarakat, yang khawatir bahwa integritas pemilu akan terganggu, terutama pada proses rekapitulasi suara.",Pemilu
"data kpu bocor data pemilih bocor kpu situs kpu diretas situs kpu dibobol dpt 2024 baca juga204 juta data pemilih di kpu bocor, menkominfo sebut bukan motif politik
penjahat siber ini memasarkan seluruh dataset dengan harga 2 bitcoin atau setara dengan us 74.000 atau sekitar rp 1,14 miliar. data sepenting itu kok bisa bocor, tuturnya. pada tangkapan layar lainnya, jimbo mengunggah foto menyerupai halaman situs kpu yang dianggap membuktikan bagaimana ia meretas situs kpu. jadi itu harus diatasi, dicari penyebabnya, siapa yang tanggung jawab. data yang bocor mencakup informasi pribadi seperti nik, nomor ktp, nama lengkap, jenis kelamin, tanggal lahir, status pernikahan, alamat lengkap, dan lainnya. dalam unggahan tersebut, jimbo mengaku menemukan 204.807.203 data unik, jumlah yang hampir sama dengan jumlah pemilih dalam daftar pemilih tetap dpt kpu ri. advertisement










muzani menyerukan kepada pihak yang berwenang untuk menyelidiki dan bertanggung jawab terhadap kebocoran data yang dilakukan oleh kpu. ya itu harus diselesaikan karena kebocoran data, itu adalah data pribadi kitakita, ujar muzani di menteng, jakarta pusat, pada kamis 30112023.
baca jugadugaan kebocoran data pemilih, anggota komisi i dpr sebut sistem di kpu masih aman
data pribadi gue, data pribadi enteente semua, diblown up ke orang lain yang enggak punya kepentingan, tambahnya. jimbo membagikan 500.000 data contoh yang ia peroleh melalui unggahan di situs breachforums yang kerap digunakan untuk jual beli hasil peretasan. saat ini kasus bocornya data yang dialami kpu sedang diusut oleh bareskrim polri. jakarta, beritasatu.com  sekretaris jenderal partai gerindra, ahmad muzani merespons dugaan kebocoran data pemilih pemilu 2024 yang diretas dari situs komisi pemilihan umum kpu. muzani menekankan urgensi penyelesaian masalah ini karena menyangkut data pribadi seluruh orang. sebelumnya, seorang peretas anonim dengan nama jimbo mengeklaim telah meretas situs kpu.go.id dan berhasil mengakses data pemilih.",Pemilu
"roeslani menyampaikan hal ini sebagai respons terhadap pertanyaan terkait fokus kampanye prabowogibran di wilayahwilayah yang potensial menjadi lumbung suara

 prabowo subianto gibran rakabuming raka prabowogibran pilpres 2024 pemilu 2024 sebelumnya, ketua tim kampanye nasional tkn prabowogibran, rosan roeslani menegaskan fokus pasangan capres dan cawapres nomor urut dua pada serapan aspirasi masyarakat melalui program gibran mendengar. baca jugarosan, airlangga, zulhas, hingga anis matta hadiri rapat dewan pengarah tkn prabowogibran di dpp golkar
muzani juga menekankan bahwa setelah pemilu dan pilpres berakhir pada 14 februari 2024, semua akan kembali bersatu sebagai bangsa indonesia. muzani menyampaikan pesan prabowo tentang pentingnya menjaga persatuan dan kesatuan selama pemilu 2024.
baca jugakampanye pertama prabowo gibran akan dilakukan di jawa tengah dan banten
muzani menyatakan apresiasi terhadap dukungan yang diberikan majelis dzikir nurul waton di menteng, jakarta pusat pada kamis 30112023. muzani menegaskan harapannya agar para tokoh agama dapat berperan dalam menjaga persatuan selama kampanye pemilu 2024.
dengan penuh hormat kepada para kiai, ulama, habib, dan ustaz, kami mohon agar dalam kontestasi dan kampanye yang berlangsung, tetap dijaga persatuan, kebersamaan, dan kegotongroyongan, ujar muzani. jakarta, beritasatu.com  sekretaris jenderal partai gerindra, ahmad muzani mengajak tokohtokoh agama seperti kiai, ulama, habib, dan ustaz untuk mendukung pasangan calon nomor urut 2 di pilpres 2024, prabowo subiantogibran rakabuming raka.",Pemilu
"nomor urut 3.
masa kampanye telah ditetapkan berlangsung mulai 28 november 2023 hingga 10 februari 2024, dengan jadwal pemungutan suara pada 14 februari 2024.

 debat pilpres 2024 pilpres 2024 pemilu 2024 tema debat pilpres 2024 debat keempat pada 21 januari 2024 akan membahas energi, sumber daya alam sda, sumber daya manusia sdm, pajak karbon, lingkungan hidup, agraria, dan masyarakat adat. sementara itu, debat kedua pada 22 desember 2023 akan mengusung tema pertahanan, keamanan, geopolitik, dan hubungan internasional. ketua divisi teknis kpu, idham kholik, menjelaskan bahwa pemilihan tema ini melibatkan diskusi antara kpu dan tim kampanye caprescawapres di kantor kpu pada rabu 29112023.
menurut idham, debat pertama pada 12 desember 2023 akan membahas hukum, hak asasi manusia ham, pemerintahan, pemberantasan korupsi, dan penguatan demokrasi. baca jugatkn prabowogibran persiapkan hadapi debat caprescawapres
kpu telah menetapkan tiga pasangan calon presiden dan wakil presiden sebagai peserta pemilu 2024. hasil pengundian dan penetapan nomor urut peserta pilpres 2024 adalah anies baswedanmuhaimin iskandar nomor urut 1, prabowo subiantogibran rakabuming raka nomor urut 2, dan ganjar pranowomahfud md. terakhir, pada 4 februari 2024, tema debat akan mencakup teknologi informasi, peningkatan pelayanan publik, hoaks, intoleransi, pendidikan, kesehatan postcovid society, dan ketenagakerjaan. setiap sesi debat caprescawapres akan terdiri dari enam segmen, termasuk pembukaan, pembacaan tata tertib, penyampaian visi, misi, dan program kerja, hingga segmen penutup. jakarta, beritasatu.com  komisi pemilihan umum kpu telah mengumumkan tema debat untuk calon presiden capres dan calon wakil presiden capres dalam pilpres 2024, yang akan dilaksanakan sebanyak lima kali. baca jugagibran dituding takut debat, tkn kita lihat saja nanti
tema debat ketiga pada 7 januari 2024 mencakup ekonomi kerakyatan dan digital, kesejahteraan sosial, investasi, perdagangan, pajak digital, keuangan, dan pengelolaan apbn. tematema debat ini merujuk pada visi nasional yang tercantum dalam pembukaan uud tahun 1945 dan rencana pembangunan jangka panjang nasional rpjpn.",Pemilu
"juga ada jaminan sustainability atau keberlanjutan dan tentu saja kontekstual karena ada situasi geopolitik regional, geopolitik global yang itu akan berpengaruh pada situasi lokal, tambahnya. gibran rakabuming gibran gibran debat debat capres cawapres tkn prabowo gibran prabowo gibran kita sebagai paslon tentunya harus mengikuti peraturan yang ada dari kpu dan kita akan ikuti, sambungnya. kami harapkan nanti untuk detail tentang topik perbincangan dalam perdebatan presiden dan wakil presiden, calon presiden dan wakil presiden itu kirakira yang realistis, ujar ketua kpu, hasyim asyari saat memimpin focus group discussion membahas terkait metode debat capres cawapres di kantor kpu, jakarta. saat ini kpu sedang mematangkan jadwal dan tema debat capres cawapres. rabu 29112023
hasyim juga menyampaikan debat caprescawapres akan membahas terkait situasi politik dalam negeri hingga isu geopolitik. meski begitu, ia memastikan prabowogibran akan mengikuti segala tahapan yang telah dirancang oleh kpu. kita juga belum tahu bahwa formulasi dari kpu itu seperti apa. kalau katanya dikemas mungkin lebih menarik mungkin kpu saat ini sudah mengevaluasi dari pemilu ke pemilu mengenai sistem debat, katanya. karena sebagai seorang pemimpin yang juga sekarang ini sudah berkiprah di pemerintah atau juga sudah mengikuti pemilu kepala daerah yang dipilih langsung oleh rakyat tentunya kita yakin bahwa mas gibran juga punya persiapan yang matang, pungkasnya. baca jugacak imin tak terpilih indonesia dalam bahaya, tkn prabowogibran semua caprescawapres putra terbaik bangsa
kalau ada anggapananggapan bahwa misalnya mas gibran takut debat ya kita lihat saja nanti, lihat saja nanti, ujar dasco saat konferensi pers di media center tkn prabowogibran, jalan sriwijaya, kebayoran baru, jakarta selatan, kamis 30112023.
ia menilai pengalaman gibran yang duduk sebagai wali kota solo dan pernah dipilih secara langsung akan memiliki persiapan yang matang menghadapi debat. saat ditanyai soal agenda debat kpu, dasco mengatakan pihaknya belum mendapatkan sosialisasi langsung dari kpu terkait formulasi yang akan disajikan. baca jugaprogram makan dan susu gratis prabowogibran tepat untuk tuntaskan stunting dan peningkatan gizi
sebelumnya, kpu berharap capres cawapres dapat berbicara realisitis dan memberikan gagasan saat debat pilpres nanti kepada masyarakat. soal debat. jakarta, beritasatu.com  ketua koordinator strategis tim kampanye nasional tkn prabowogibran, sufmi dasco ahmad, meyakini bahwa calon wakil presiden cawapres nomor urut 2 gibran rakabuming raka punya persiapan matang menghadapi debat caprescawapres yang digelar komisi pemilihan umum kpu. hal ini ia sampaikan saat menjawab anggapan gibran dinilai takut menghadapi debat lantaran acapkali absen saat diundang dalam beberapa diskusi publik.",Pemilu
"sinergi ini diharapkan dapat menjadi langkah positif dalam menciptakan lingkungan yang aman dan damai di kabupaten malang. baca jugamantan napiter sesolo raya peringati hari pahlawan di tawangmangu
kami siap membantu pihak kepolisian khususnya polres malang dalam menjaga stabilitas keamanan dan ketertiban di wilayah kabupaten malang, ungkap johan. napiter polres malang malang eks napiter mantan napiter dengan adanya komunikasi yang baik, kami optimistis dapat menciptakan lingkungan yang aman dan kondusif di kabupaten malang, tambah kapolres. kegiatan silaturahmi antara polres malang dan eks napiter ini diapresiasi sebagai bentuk kepedulian pemangku wilayah terhadap pembinaan eks napiter. johan menegaskan, pihaknya siap membantu kepolisian, khususnya polres malang, dalam menjaga stabilitas keamanan di wilayah hukum kabupaten malang. sementara itu, salah satu eks napiter, johan, menyatakan kesiapannya untuk turut serta menjaga keamanan dan ketertiban di wilayah kabupaten malang. upaya ini diharapkan dapat menghadirkan rasa aman dan nyaman bagi seluruh warga. kami mengucapkan terima kasih atas masukan dan saran yang diberikan. pada kesempatan tersebut, kapolres akbp putu kholis menerima saran dan masukan dari para eks napiter terkait situasi kamtibmas di malang raya. advertisement










baca jugamantan napiter ajak masyarakat kawal dan sukseskan pemilu 2024
kapolres menyatakan komitmen kepolisian untuk terus berkoordinasi dengan seluruh elemen masyarakat guna menciptakan wilayah kabupaten malang yang lebih baik. masukan yang diberikan diharapkan dapat menjadi bahan pertimbangan dalam upaya penguatan keamanan wilayah tersebut. dengan adanya silaturahmi ini, kami berharap dapat bersamasama saling bersinergi untuk menjaga keamanan dan ketertiban masyarakat kabupaten malang, kata akbp putu di mapolres malang. kapolres malang, akbp putu kholis aryana, menyampaikan silaturahmi ini diadakan dengan tujuan untuk meningkatkan sinergi antara kepolisian dan eks napiter dalam menjaga situasi keamanan dan ketertiban masyarakat kamtibmas kondusif di wilayah hukum polres malang. malang, beritasatu.com  kepolisian resor polres malang, jawa timur, menggelar silaturahmi dengan lima mantan narapidana terorisme napiter di mapolres malang, kamis 30112023. pertemuan polres dengan mantan napiter tersebut untuk menjaga keamanan wilayah kabupaten malang.",Pemilu
"nah, itu juga yang kemudian menjadi perhatian kami, pungkasnya. tkn prabowo gibran cak imin pilpres 2024 pemilu 2024 prabowo gibran baca jugasurvei terbaru lsn prabowogibran 42,1 persen, ganjarmahfud 28,8 persen, aniescak imin 25,2 persen 
hal itu disampaikan cak imin saat memberi pidato dalam konsolidasi pemenangan pemilu 2024 di ancol, jakarta utara, rabu 29112023.
kalau kita tidak menang, indonesia dalam ancaman bahaya dan kehancuran, ujarnya. sebagai pengusung paslon caprescawapres prabowogibran yang acapkali bertengger di puncak survei, ia menyesalkan narasi yang mengaitkan paslon yang diusungnya yang dituduh mendapatkan bantuan dari pihak tertentu. elektabilitas kami sedang tinggi karena kami bekerja lalu kemudian dikaitkaitkan dengan dugaan bantuan dari sanasini. seperti diketahui, sebelumnya, cawapres cak imin menyatakan bahwa jika pasangan caprescawapres anies baswedanmuhaimin iskandar amin tak terpilih sebagai presiden dan wakil presiden pada pemilu 2024 mendatang, kondisi indonesia akan berbahaya. bahwa kemudian ada juga yang berkembang salah satu paslon katakanlah kalau menang karena curang itu pun kami juga pada saat ini samasama juga ikut mengajak mengawasi, tuturnya. ayo kita bikin kalau perlu. ia pun mengajak semua peserta pemilu 2024 untuk samasama mengawasi jalannya kontestasi pemilu 2024. 
ia juga mengajak semua tim sukses dari semua pasangan caprescawapres yang berkontestasi untuk membuat satuan tugas satgas gabungan yang berfungsi mengawasi jalannya pemilu untuk mencegah tindak kecurangan. baca jugatkn prabowogibran persiapkan hadapi debat caprescawapres
kalau perlu kita satgas bareng tiga paslon. hal ini sekaligus menanggapi pernyataan calon wakil presiden cawapres koalisi perubahan muhaimin iskandar atau cak imin yang menyebut apabila pasangan amin aniesmuhaimin tidak menang, indonesia dalam bahaya, 
tiga paslon yang maju ini adalah putra putri terbaik bangsa indonesia yang dipilih oleh gabungan partai politik yang pada saat ini eksis di indonesia, ujar dasco dalam konferensi pers yang digelar di media center tkn prabowogibran, jalan sriwijaya, kebayoran baru, jakarta selatan, kamis 30112023.
baca jugatkn sebut gimik gemoy prabowo itu alami, tak dibuatbuat
dasco juga menyinggung narasi kecurangan yang menyasar ke kubunya. kami merasa dirugikan dengan misalnya dengan adanya isuisu tersebut, sambungnya. jakarta, beritasatu.com   ketua koordinator strategis tim kampanye nasional tkn prabowogibran sufmi dasco ahmad menyebut siapa pun calon presiden capreswakil presiden cawapres yang menang dalam pilpres 2024 merupakan putraputri terbaik bangsa. ia menyebut narasi tersebut merugikan pihaknya lantaran menggiring opini negatif.",Pemilu
"sementara untuk kampanye berbentuk rapat umum dan iklan di media massa memiliki jadwal tersendiri, yaitu mulai 21 januari hingga 14 februari 2024.

 buniverse kpu jateng buniverse bertemu kpu jateng pemilu 2024 tahapan pemilu baca jugamahasiswa dan penduduk pindah domisili dominasi dpt tambahan di tangerang selatan
selain fokus untuk meningkatkan partisipasi pemilih pada pemilu 2024, kpu jateng saat ini  terus mengawasi tahapan pemilu, yakni tahapan masa kampanye. kita harus bersinergi selain peserta pemilu, peran media cukup tinggi termasuk hari ini kita bertemu dengan buniverse untuk ikut berkontribusi mensukseskan pemilu, jelasnya. pihaknya mengungkapkan jadwal kampanye pemilu 2024 dibagi menjadi dua klaster, pertama dari 28 november 2023 hingga 10 februari 2024, seluruh metode kampanye diperbolehkan kecuali kampanye rapat umum dan iklan di media massa. baca jugadpt pemilu 2024 didominasi kaum milenial, ini harapan kpu 
kita punya tantangan cukup besar untuk pemilih pemula. ini tugas kita agar pemilih pemula atau generasi z ini mau memilih, tegasnya. handi menjelaskan, sosialisasi secara langsung maupun lewat media sosial medsos sudah dilakukan, termasuk melakukan kolaborasi dengan buniverse yang diharapkan bisa membantu meningkatkan partisipasi pemilih pemula. kalau partisipasi rendah, dikhawatirkan pemimpin yang terpilih tidak ideal. ketua kpu provinsi jateng handi tri ujiono mengatakan, peran media sangatlah penting dalam tahapan pemilu, terutama untuk menarik para pemilih pemula untuk datang ke tempat pemungutan suara tps untuk menyalurkan hak suaranya. kolaborasi dengan media dan kpu jateng serta kpu kotakabupaten memang dibutuhkan untuk menciptakan pemilu yang sukses, termasuk untuk menyampaikan kepada masyarakat tahapan pemilu saat ini. semarang, beritasatu.com  untuk membangun kemitraan dan untuk mensukseskan pemilihan umum pemilu 2024,  tim dari buniverse yang dipimpin wakil pemimpin redaksi btv fahruri satori melakukan audiensi dengan komisi pemilihan umum kpu provinsi jawa tengah jateng dan kpu kota semarang. di jateng sendiri, total pemilih pemula jumlahnya cukup besar, yakni  52,8 persen dari total daftar pemilih tetap dpt.",Pemilu
"pemilu 2024 pemilu b universe kpu kota magelang makanya kita sering mengingatkan menyosialisasikan untuk mengurus segera dptbnya orang yang mau masuk magelang atau sebaliknya, atau pindah dapil, itu kita sering tingkatkan untuk mengurus dptb, tambahnya. munir juga fokus dan menekankan kepada masyarakat untuk segera mengurus daftar pemilih tambahan agar tidak ada permasalahan saat pencoblosan nanti. diharapkan, dengan adanya audiensi ini dapat menghasilkan sinergi yang baik antara buniverse dengan kpu kota magelang untuk menyukseskan pemilu 2024 mendatang. selain fokus sosialisasi untuk pemilih muda, pihaknya juga terus bergerak melakukan sosialisasi ke tempattempat umum. sosialisasi tersebut disambut baik oleh para pemilih muda, salah satu contoh kemarin seperti pembuatan mural, katanya. strategi kita khusus pemilih muda adalah lewat socmed, sering mengupload reel di medsos ig dan melakukan pertemuan langsung seperti jemput ke sekolahsekolah. baca jugabuniverse dan kpu jabar berkolaborasi untuk sukseskan pemilu 2024
ketua kpu kota magelang misbachul munir menjelaskan, untuk menyukseskan pemilu, sudah dilakukan sejumlah strategi untuk pemilih pemula, di antaranya melakukan sosialisasi secara tatap muka door to door maupun lewat media sosial medsos. baca jugaini jenisjenis tindak pidana pemilu berikut ancaman hukumannya
selain itu kemarin juga sudah berulang kali kita tekankan untuk dptb karena cetak suaranya kan berdasarkan dpt2 persen, walaupun selama penetapan dpt kemarin sampai 14 februari 2024 masih ada perpindahan atau perubahan pergeseran orang saja. salah satunya dengan mendorong langkah kpu dalam melakukan sejumlah strategi dalam menyosialisasikan setiap tahapan pemilu agar dapat dengan mudah dipahami oleh masyarakat, terutama pemilih muda. pada pertemuan yang berlangsung di gedung kpu kota magelang, fahruri menyampaikan tujuan buniverse hadir di kpu magelang, yaitu untuk mendukung dan suksesnya pemilu 2024 mendatang melalui kolaborasi yang erat antara media dengan penyelenggara pemilu dalam hal ini kpu. magelang, beritasatu.com  untuk menyukseskan pemilu 2024 mendatang berjalan lancar, transparan, akuntabilitas, dan informasi yang akurat diterima oleh masyarakat, tim buniverse melakukan audiensi dengan komisi pemilihan umum kpu kota magelang, jawa tengah, kamis 30112023.
buniverse yang membawahi sejumlah platform seperti btv, beritasatu.com, investor daily, id tv, dan jakarta globe diwakili oleh wakil pemimpin redaksi btv fahruri satori disambut baik oleh ketua kpu kota magelang misbachul munir.",Pemilu
"namun ini menjadi suatu pelajaran untuk kpu lebih teliti dan melakukan koordinasi lebih intens kepada seluruh lembaga dan instansi terkait, guna memastikan data yang kita berikan itu tersimpan dengan baik, pungkas dia. kpu data pemilih data pemilih bocor sistem di kpu baca jugakpu beri akses ke tim tanggap untuk cegah penyebaran data pemilih
menurut dave, kondisi ini menjadi pelajaran bagi kpu untuk memastikan keamanan data masyarakat. kami akan terus meminta baik kominfo, aparat lembaga intelijen seperti bin, dan juga kepolisian, khususnya mereka yang menangani bidang digitalisasi, untuk melakukan pengawasan yang melekat dan memastikan tidak ada luasan atau pembobolan akan sistem kpu, ujar dave. penjelasan yang sekarang sudah diberikan, bahwa data yang tercuri itu bukan datadata sensitif. tidak diganggu oleh pihakpihak mana pun, kata dave kepada beritasatu.com, kamis 30112023. 
baca juga204 juta data pemilih di kpu bocor, menkominfo sebut bukan motif politik
kendati sistem masih aman, dave mengatakan komisi i dpr ri telah meminta pengawasan dan menyelidikan sebaran data yang diduga bocor tersebut. muncul kasus baru yang masih diduga terjadi kebocoran, tetapi dari sejumlah pengakuan dan juga hasil laporan yang kami terima sejauh ini, sistem pemilihan umum dan juga proses perhitungan itu masih dalam kondisi aman. jakarta, beritasatu.com  anggota komisi i dpr ri dave laksono mengatakan, sistem pemilu komisi pemilihan umum kpu masih dalam keadaan aman, meskipun diduga telah terjadi kebocoran data pemilih.",Pemilu
"baca juga26 orang diperiksa kasus aiman sebut oknum aparat tak netral di pemilu 2024 
para personel dalam melaksanakan patroli harus sesuai dengan sop dan bersikap humanis kepada masyarakat serta tetap menjaga kesehatan dan keselamatan, ujarnya. polda metro jaya pemilu 2024 operasi mantap brata jaya 2024 advertisement










sutasman menambahkan, pihaknya mengerahkan 232 personel untuk melakukan patroli tersebut. dia berpesan agar dalam pelaksanaan patroli mengedepankan humanis dan dilaksanakan sesuai dengan sop. baca jugabuniverse dan kpu jabar berkolaborasi untuk sukseskan pemilu 2024
hari ini dilaksanakan patroli skala besar dalam rangka operasi kepolisian terpusat mantap brata jaya 20232024, untuk anggota agar melaksanakan patroli sesuai dengan zona masingmasing yang telah dibagikan, katanya dalam keterangannya. jakarta, beritasatu.com  polda metro jaya bakal menggelar patroli skala besar selama masa kampanye pemilu 2024. kegiatan ini dilaksanakan dalam rangka operasi mantap brata jaya 20232024.
kasubsatgas preventif omb polda metro jaya kompol sutasman mengatakan, patroli yang dilakukan kamis 30112023 ini digelar di jalan sudirmanthamrin hingga kpu.",Pemilu
